web_scraper_order,web_scraper_start_url,type_clothes,price,address,image_link
"1765232754-1448","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robes enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3778481_uploaded_image1_1657328456.jpg"
"1765232754-1449","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble peignoir pour enfants","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3735826_uploaded_image1_1654860349.jpg"
"1765232754-1450","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements bébé","6 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3768713_uploaded_image1_1656778816.jpg"
"1765232754-1451","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3761395_uploaded_image3_1656377774.jpeg"
"1765232754-1452","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robe enfant","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3761389_uploaded_image2_1656377165.jpeg"
"1765232754-1453","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Vêtements enfant","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3718353_uploaded_image1_1653956742.jpg"
"1765232754-1454","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Robes enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3758410_uploaded_image1_1656180793.jpg"
"1765232754-1455","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Sous vêtements bébé","1 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3715721_uploaded_image1_1653759789.jpg"
"1765232754-1456","https://sn.coinafrique.com/categorie/vetements-enfants?page=5","Ensemble enfants","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3715720_uploaded_image1_1653759706.jpg"
"1765232929-1457","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375129_uploaded_image1_1694610764.jpg"
"1765232929-1458","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperies  enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375124_uploaded_image1_1694610661.jpg"
"1765232929-1459","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble vêtement enfant","15 300CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4340725_uploaded_image1_1692365333.jpg"
"1765232929-1460","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","T-shirt","9 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4340716_uploaded_image1_1692364927.jpg"
"1765232929-1461","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4333845_uploaded_image1_1691951676.jpg"
"1765232929-1462","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfants","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4330580_uploaded_image1_1691701473.jpg"
"1765232929-1463","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement  enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4330576_uploaded_image1_1691701385.jpg"
"1765232929-1464","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4327566_uploaded_image1_1691526561.jpg"
"1765232929-1465","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Maillot enfant","2 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4344836_uploaded_image1_1692651906.jpg"
"1765232929-1466","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4314416_uploaded_image1_1690724018.jpg"
"1765232929-1467","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Couette bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4338195_uploaded_image1_1692223604.jpg"
"1765232929-1468","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Djellaba enfants","8 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4288629_uploaded_image1_1688997320.jpg"
"1765232929-1469","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pyjama bébé","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4316063_uploaded_image2_1690843428.jpeg"
"1765232929-1470","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Culotte Berksha enfant","15 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4304204_uploaded_image1_1690023768.jpg"
"1765232929-1471","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268608_uploaded_image1_1687563200.jpg"
"1765232929-1472","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268605_uploaded_image1_1687563103.jpg"
"1765232929-1473","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4267930_uploaded_image1_1687524110.jpg"
"1765232929-1474","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble pour enfants","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4267915_uploaded_image1_1687523597.jpg"
"1765232929-1475","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4266992_uploaded_image1_1687458981.jpg"
"1765232929-1476","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4265951_uploaded_image1_1687419299.jpg"
"1765232929-1477","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pantalon en coton","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4284180_uploaded_image2_1688677380.jpeg"
"1765232929-1478","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Hijab enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4280858_uploaded_image1_1688492406.jpg"
"1765232929-1479","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4273754_uploaded_image1_1687981649.jpg"
"1765232929-1480","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Maillots enfants","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4267451_uploaded_image1_1687487532.jpg"
"1765232929-1481","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Sous vêtements   enfants","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4224162_uploaded_image1_1684629308.jpg"
"1765232929-1482","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258723_uploaded_image1_1686906445.jpg"
"1765232929-1483","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258722_uploaded_image3_1686906376.jpeg"
"1765232929-1484","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Pantalons enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258717_uploaded_image2_1686906277.jpeg"
"1765232929-1485","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258716_uploaded_image1_1686906201.jpg"
"1765232929-1486","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258714_uploaded_image1_1686906133.jpg"
"1765232929-1487","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Maillot enfant","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4236342_uploaded_image1_1685480812.jpg"
"1765232929-1488","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robes enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223428_uploaded_image1_1684582026.jpg"
"1765232929-1489","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robes enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223425_uploaded_image3_1684581867.jpeg"
"1765232929-1490","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants 3 piéces","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4172007_uploaded_image1_1681208524.jpg"
"1765232929-1491","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfants","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4168633_uploaded_image1_1680958304.jpg"
"1765232929-1492","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfants","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4168626_uploaded_image1_1680958148.jpg"
"1765232929-1493","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants Turquie","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4167331_uploaded_image1_1680874307.jpg"
"1765232929-1494","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants Turquie","18 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4167321_uploaded_image1_1680873861.jpg"
"1765232929-1495","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants Turquie","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4167311_uploaded_image1_1680873676.jpg"
"1765232929-1496","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4166510_uploaded_image1_1680822103.jpg"
"1765232929-1497","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Survetmemt pour enfants","1 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4165543_uploaded_image1_1680781784.jpg"
"1765232929-1498","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans baladeurs enfant","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4157493_uploaded_image1_1680338403.jpg"
"1765232929-1499","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfants","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4153017_uploaded_image1_1680040477.jpg"
"1765232929-1500","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4153014_uploaded_image1_1680040385.jpg"
"1765232929-1501","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154892_uploaded_image1_1680171892.jpg"
"1765232929-1502","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Emsemble coton enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154884_uploaded_image1_1680171641.jpg"
"1765232929-1503","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfant","9 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154876_uploaded_image1_1680171312.jpg"
"1765232929-1504","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans pour enfants garçon","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154870_uploaded_image1_1680171128.jpg"
"1765232929-1505","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans pour enfants filles","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154864_uploaded_image1_1680170947.jpg"
"1765232929-1506","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Jeans pour enfants garçon","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154867_uploaded_image1_1680171042.jpg"
"1765232929-1507","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe pour enfants","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4154854_uploaded_image1_1680170186.jpg"
"1765232929-1508","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Cole pour enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4126921_uploaded_image1_1678367548.jpg"
"1765232929-1509","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement  enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4158777_uploaded_image1_1680396815.jpg"
"1765232929-1510","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4158775_uploaded_image1_1680396659.jpg"
"1765232929-1511","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4158770_uploaded_image1_1680396418.jpg"
"1765232929-1512","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4117238_uploaded_image1_1677785061.jpg"
"1765232929-1513","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfant","8 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4150089_uploaded_image1_1679864882.jpg"
"1765232929-1514","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4101121_uploaded_image1_1676811904.jpg"
"1765232929-1515","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robes enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111932_uploaded_image1_1677528700.jpg"
"1765232929-1516","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4065291_uploaded_image1_1674673177.jpg"
"1765232929-1517","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4060125_uploaded_image1_1674340224.jpg"
"1765232929-1518","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4044065_uploaded_image1_1673390538.jpg"
"1765232929-1519","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfant","10 000CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4083613_uploaded_image2_1675754458.jpeg"
"1765232929-1520","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","4 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4083084_uploaded_image1_1675711069.jpg"
"1765232929-1521","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4042129_uploaded_image1_1673293586.jpg"
"1765232929-1522","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4042132_uploaded_image1_1673293667.jpg"
"1765232929-1523","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4038305_uploaded_image1_1673043715.jpg"
"1765232929-1524","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement friperie enfant","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4072975_uploaded_image1_1675197514.jpg"
"1765232929-1525","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Greniers enfants","1 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4072974_uploaded_image1_1675197428.jpg"
"1765232929-1526","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4072973_uploaded_image1_1675197383.jpg"
"1765232929-1527","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Friperie peignoir enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4072972_uploaded_image1_1675197339.jpg"
"1765232929-1528","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Friperie enfants","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4072971_uploaded_image1_1675197283.jpg"
"1765232929-1529","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4034624_uploaded_image1_1672861115.jpg"
"1765232929-1530","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfant","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4033667_uploaded_image1_1672829952.jpg"
"1765232929-1531","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4033672_uploaded_image1_1672830064.jpg"
"1765232929-1532","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4028243_uploaded_image1_1672407438.jpg"
"1765232929-1533","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements  enfant","1 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061049_uploaded_image1_1674420676.jpg"
"1765232929-1534","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","1 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061042_uploaded_image1_1674420399.jpg"
"1765232929-1535","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Fliperies enfants","500CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061027_uploaded_image1_1674419234.jpg"
"1765232929-1536","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","3 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4054351_uploaded_image1_1673991497.jpg"
"1765232929-1537","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4011467_uploaded_image1_1671194364.jpg"
"1765232929-1538","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4010007_uploaded_image1_1671112400.jpg"
"1765232929-1539","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Blouson enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3997872_uploaded_image1_1670412272.jpg"
"1765232929-1540","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Blouson enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3996986_uploaded_image1_1670352146.jpg"
"1765233278-1541","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes en basin enfants","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667140_uploaded_image1_1711815203.jpg"
"1765233278-1542","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes basine et brodé enfant","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667139_uploaded_image1_1711815054.jpg"
"1765233278-1543","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes enfant basin et brodé","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667136_uploaded_image1_1711814665.jpg"
"1765233278-1544","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659704_uploaded_image1_1711412034.jpg"
"1765233278-1545","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble robe enfants","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659695_uploaded_image1_1711411505.jpg"
"1765233278-1546","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659699_uploaded_image1_1711411751.jpg"
"1765233278-1547","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble pour enfants","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659694_uploaded_image1_1711411367.jpg"
"1765233278-1548","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pantalons enfant","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659691_uploaded_image1_1711411286.jpg"
"1765233278-1549","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe Turquie  enfants","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4653806_uploaded_image1_1711066086.jpg"
"1765233278-1550","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651640_uploaded_image1_1710950622.jpg"
"1765233278-1551","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble 3 pièces  enfants","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651598_uploaded_image1_1710949536.jpg"
"1765233278-1552","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vetements enfant","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645364_uploaded_image1_1710623336.jpg"
"1765233278-1553","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","13 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645145_uploaded_image1_1710608095.jpg"
"1765233278-1554","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble  enfants","13 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4643810_uploaded_image1_1710528700.jpg"
"1765233278-1555","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe enfant","5 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686601_uploaded_image1_1712843423.jpg"
"1765233278-1556","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe enfant","4 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686597_uploaded_image1_1712843301.jpg"
"1765233278-1557","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","3 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686588_uploaded_image1_1712843043.jpg"
"1765233278-1558","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","1 700CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686576_uploaded_image1_1712842903.jpg"
"1765233278-1559","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","1 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686563_uploaded_image1_1712842706.jpg"
"1765233278-1560","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","18 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639600_uploaded_image1_1710311876.jpg"
"1765233278-1561","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639590_uploaded_image1_1710311581.jpg"
"1765233278-1562","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfant","9 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4677506_uploaded_image1_1712318751.jpg"
"1765233278-1563","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676613_uploaded_image1_1712271072.jpg"
"1765233278-1564","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Silip enfants","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4672209_uploaded_image1_1712088527.jpg"
"1765233278-1565","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pack Jelleba pour enfant","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4655936_uploaded_image1_1711198926.jpg"
"1765233278-1566","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608935_uploaded_image1_1708714886.jpg"
"1765233278-1567","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe femme","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4652500_uploaded_image1_1711013502.jpg"
"1765233278-1568","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe fille","15 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651732_uploaded_image1_1710953991.jpg"
"1765233278-1569","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4600870_uploaded_image1_1708347775.jpg"
"1765233278-1570","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4600864_uploaded_image1_1708347454.jpg"
"1765233278-1571","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4600865_uploaded_image1_1708347569.jpg"
"1765233278-1572","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4600868_uploaded_image1_1708347690.jpg"
"1765233278-1573","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements bébé","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624772_uploaded_image2_1709562313.jpeg"
"1765233278-1574","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Grenouillère","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4623255_uploaded_image2_1709484828.jpeg"
